name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
Hooden Horse,117,14,2.0,2.0,1,2,27,9,1.0,0,4.0,18,2.0,4,15,2,19,1.0,2.0,14,6.0
Howler Baboon,13,12,3.0,2.0,0,0,10,5,-2.0,0,-2.0,2,2.0,0,13,1,7,-2.0,2.0,14,0.25
Huecambra,136,17,1.0,8.0,0,2,65,13,-1.0,0,3.0,13,1.0,3,14,0,17,-1.0,4.0,20,8.0
Huli Jing,130,14,7.0,2.0,3,1,4555,911,3.0,0,9.0,20,4.0,2,21,2,20,3.0,4.0,14,9.0
Hverhuldra,120,15,2.0,4.0,1,2,36,12,0.0,0,7.0,16,6.0,1,12,5,18,0.0,3.0,18,6.0
Ice Bogie,10,12,-2.0,0.0,0,2,4,2,-1.0,0,1.0,3,4.0,4,8,2,12,-1.0,4.0,10,0.125
Ice Elemental,114,15,2.0,4.0,3,2,42,14,-3.0,0,-2.0,12,-1.0,5,12,3,6,-3.0,-1.0,19,5.0
Ichor Ooze,39,8,-2.0,2.0,5,1,15,5,-4.0,0,-5.0,6,-2.0,6,8,4,1,-4.0,-2.0,14,2.0
Ikuchi,116,16,1.0,4.0,3,1,64,16,-2.0,0,-1.0,8,1.0,1,14,2,8,-2.0,1.0,18,8.0
"Illhveli, Kembingur",210,17,2.0,11.0,1,0,116,29,-2.0,0,1.0,12,1.0,1,20,4,12,-2.0,1.0,24,12.0
"Illhveli, Nauthveli",280,18,7.0,12.0,1,0,155,31,-2.0,0,1.0,16,0.0,2,17,3,12,-2.0,0.0,25,16.0
Imperial Dragon Wyrmling,60,17,3.0,5.0,0,2,18,9,2.0,0,4.0,8,3.0,0,15,2,14,2.0,3.0,17,3.0
Incarnate Gloom,184,16,7.0,1.0,8,2,57,19,1.0,0,5.0,16,4.0,8,12,3,20,1.0,9.0,13,13.0
Infernal Centaur,60,15,2.0,3.0,0,1,15,5,0.0,0,1.0,8,1.0,0,14,3,13,0.0,1.0,16,4.0
Infernal Swarm,150,16,1.0,1.0,5,2,140,28,-1.0,0,4.0,20,3.0,8,11,3,19,-1.0,3.0,13,12.0
Initiate of the Elder Elementals,33,12,0.0,4.0,0,0,14,7,5.0,0,1.0,6,2.0,0,10,5,12,3.0,2.0,15,2.0
Irid,20,13,2.0,0.0,1,1,28,7,1.0,0,5.0,8,3.0,4,12,3,16,1.0,5.0,10,1.0
Jack of Strings,90,14,2.0,3.0,3,0,40,10,2.0,0,5.0,12,7.0,2,12,1,20,2.0,4.0,17,5.0
Kachlian,157,16,2.0,4.0,1,0,34,17,3.0,0,-1.0,15,0.0,3,12,2,9,3.0,0.0,19,8.0
Kamaitachi,84,14,1.0,3.0,1,0,54,18,-1.0,0,1.0,13,4.0,0,11,5,13,-1.0,6.0,16,5.0
Kaveph,136,16,0.0,7.0,1,0,63,21,-1.0,0,-2.0,13,4.0,0,10,1,7,-1.0,1.0,18,6.0
Keelbreaker Crab,157,16,1.0,4.0,0,0,51,17,-4.0,0,0.0,15,0.0,0,15,3,10,-4.0,4.0,18,9.0
Kelp Drake,60,15,1.0,3.0,0,0,40,8,-2.0,0,0.0,8,2.0,0,13,2,10,-2.0,4.0,16,3.0
Kelp Eel,157,17,2.0,4.0,3,0,124,31,-4.0,0,-3.0,15,2.0,3,12,2,5,-4.0,2.0,19,10.0
Keyhole Dragonette,27,14,0.0,2.0,0,0,15,5,-2.0,0,1.0,6,2.0,0,12,4,13,-2.0,4.0,14,0.5
Kezai,67,16,1.0,3.0,0,1,28,7,-3.0,0,1.0,9,4.0,0,11,1,12,-3.0,4.0,16,4.0
Khodumodumo,186,18,2.0,10.0,5,0,132,33,-3.0,0,-2.0,12,5.0,0,17,2,7,-3.0,10.0,21,14.0
Kirikari,142,16,2.0,3.0,0,2,124,31,-3.0,0,-3.0,15,3.0,1,16,3,4,-3.0,11.0,16,9.0
Knight Ab-errant,93,14,0.0,3.0,0,0,54,18,0.0,0,1.0,11,4.0,0,10,4,13,0.0,1.0,17,5.0
Kobold Spellclerk,21,12,1.0,0.0,0,0,8,4,5.0,0,1.0,6,2.0,0,13,4,12,5.0,4.0,10,0.5
Kobold War Machine,114,16,-2.0,8.0,3,2,68,17,-4.0,0,-5.0,12,6.0,10,8,5,1,-4.0,2.0,19,9.0
Lambent Witchfyre,110,15,0.0,3.0,0,2,26,13,-4.0,0,-5.0,13,3.0,7,10,3,1,-4.0,3.0,17,7.0
Lantern Beetle,2,13,-2.0,0.0,0,0,1,1,-5.0,0,-4.0,1,1.0,0,8,1,3,-5.0,1.0,10,0.0
Lava Keeper,276,18,10.0,11.0,5,2,100,25,0.0,0,1.0,24,0.0,5,20,2,12,0.0,0.0,21,18.0
Lazavik,36,14,3.0,2.0,1,0,18,9,1.0,0,2.0,8,4.0,2,17,4,14,1.0,8.0,15,3.0
Leech Swarm,32,13,1.0,2.0,3,0,14,14,-4.0,0,-3.0,5,3.0,8,13,3,4,-4.0,5.0,15,2.0
Lesser Lunarchidna,39,15,1.0,2.0,0,1,15,5,-2.0,0,1.0,6,2.0,2,13,3,13,-2.0,6.0,14,2.0
Light Drake,24,13,1.0,1.0,1,0,12,6,-1.0,0,2.0,7,3.0,0,13,2,14,-1.0,3.0,13,0.5
Liminal Drake,204,17,9.0,8.0,8,1,70,14,2.0,0,3.0,24,7.0,8,14,3,17,2.0,7.0,16,14.0
Locksmith,102,18,0.0,4.0,3,3,54,18,3.0,0,-2.0,12,4.0,6,10,2,6,3.0,8.0,18,8.0
Luck Leech,150,17,6.0,3.0,0,1,54,18,3.0,0,4.0,20,9.0,1,16,3,19,3.0,9.0,16,10.0
Lunarian,97,16,1.0,2.0,2,0,18,9,1.0,0,2.0,15,2.0,3,11,4,15,1.0,5.0,14,5.0
Lymarien Swarm,90,14,1.0,2.0,3,0,42,21,-2.0,0,2.0,12,4.0,8,14,4,15,-2.0,7.0,14,5.0
Lymarien,5,13,1.0,0.0,0,0,5,5,-2.0,0,0.0,2,3.0,0,13,2,11,-2.0,5.0,10,0.125
Mad Piper,19,12,-2.0,2.0,0,1,20,10,-3.0,0,3.0,3,-1.0,6,8,1,16,-3.0,-1.0,14,2.0
Magma Octopus,147,16,-1.0,5.0,0,1,24,8,-3.0,0,-2.0,14,3.0,0,9,2,7,-3.0,6.0,21,8.0
Magnetic Elemental,95,16,0.0,4.0,3,2,39,13,-2.0,0,-2.0,10,1.0,6,10,2,6,-2.0,1.0,18,6.0
Major Malleable,218,13,7.0,3.0,0,1,100,20,8.0,0,4.0,23,-1.0,2,13,5,10,4.0,-1.0,17,10.0
Manggus,127,14,-2.0,6.0,0,0,51,17,-1.0,0,-1.0,15,2.0,1,8,3,9,-1.0,2.0,16,5.0
Mangrove Treant,136,15,2.0,4.0,0,0,54,18,1.0,0,1.0,13,-2.0,0,12,4,12,1.0,-2.0,19,7.0
Mari Lwyd,66,15,2.0,4.0,1,1,36,12,0.0,0,4.0,7,1.0,4,12,3,15,0.0,1.0,19,4.0
Marsh Dire,142,15,0.0,5.0,2,1,39,13,-2.0,0,-1.0,15,1.0,3,13,1,8,-2.0,1.0,20,8.0
Massive Malleable,248,14,8.0,5.0,0,1,100,25,10.0,0,5.0,16,-1.0,2,13,5,10,5.0,-1.0,20,16.0
Mead Archon,82,14,6.0,5.0,5,0,72,12,2.0,0,7.0,11,3.0,4,14,3,20,2.0,3.0,17,4.0
Mei Jiao Shou,139,14,-1.0,5.0,0,0,84,28,-4.0,0,-2.0,9,1.0,0,9,1,6,-4.0,-2.0,21,7.0
Mineral Ooze,76,9,-3.0,4.0,3,0,18,6,-5.0,0,-4.0,8,-1.0,6,7,3,3,-5.0,-1.0,18,3.0
Minor Malleable,32,11,4.0,2.0,0,1,30,10,4.0,0,2.0,5,-1.0,2,12,4,10,2.0,-1.0,14,1.0
Moderate Malleable,136,12,5.0,3.0,0,2,70,14,6.0,0,3.0,16,-1.0,0,12,5,10,3.0,-1.0,16,5.0
Moonkite,93,15,6.0,3.0,5,1,56,14,2.0,0,7.0,11,4.0,5,16,4,19,2.0,4.0,16,5.0
Mountain Dryad,172,17,4.0,9.0,1,2,124,31,2.0,0,8.0,15,1.0,6,18,4,18,2.0,5.0,20,11.0
Mountain Nymph,112,15,7.0,3.0,0,0,16,8,0.0,0,2.0,15,7.0,0,17,4,14,0.0,7.0,16,6.0
Mountain Strider,34,12,2.0,3.0,1,0,24,8,-1.0,0,-1.0,4,2.0,0,12,2,9,-1.0,2.0,17,1.0
Murgrik,152,18,2.0,4.0,0,0,75,15,-2.0,0,-1.0,16,0.0,0,16,4,9,-2.0,0.0,18,9.0
Mydnari,22,13,3.0,1.0,0,1,12,6,2.0,0,2.0,4,3.0,1,15,3,14,2.0,3.0,13,0.5
Mystic,75,14,0.0,5.0,1,0,36,9,3.0,0,1.0,10,2.0,0,12,5,12,5.0,2.0,16,3.0
Naizu-Ha,117,17,0.0,3.0,0,0,48,12,1.0,0,1.0,18,2.0,2,10,4,13,1.0,5.0,17,6.0
Narshark,25,14,2.0,2.0,0,0,7,7,-4.0,0,-3.0,3,1.0,1,18,3,4,-4.0,3.0,15,0.5
Nephirron Devil,225,19,9.0,11.0,5,2,78,26,6.0,0,7.0,18,7.0,2,19,4,25,11.0,2.0,23,16.0
Nharyth,168,17,2.0,4.0,2,0,36,12,-3.0,0,-2.0,16,2.0,3,16,1,7,-3.0,6.0,18,9.0
Noth-norren,203,14,2.0,8.0,4,2,135,27,-1.0,0,0.0,14,8.0,9,12,2,10,-1.0,4.0,18,13.0
Nyctli Swarm,110,14,2.0,0.0,3,0,42,21,-2.0,0,3.0,20,4.0,8,16,2,16,-2.0,4.0,10,10.0
Nyctli,7,14,2.0,0.0,0,0,2,1,-2.0,0,1.0,3,4.0,0,14,0,12,-2.0,6.0,10,0.25
Oasis Keeper,123,15,5.0,3.0,3,1,63,21,-4.0,0,-1.0,13,6.0,1,15,3,8,-4.0,6.0,16,9.0
Ogrepede,142,13,-3.0,3.0,0,1,48,16,-3.0,0,-4.0,15,-1.0,4,7,2,3,-3.0,-1.0,17,6.0
One-Horned Ogre,93,14,0.0,3.0,0,0,76,19,-1.0,0,4.0,11,0.0,0,10,3,18,-1.0,0.0,17,5.0
Onyx Magistrate,123,16,5.0,4.0,3,5,68,17,3.0,0,5.0,13,0.0,6,18,3,20,3.0,0.0,18,8.0
Ophidiotaur,95,16,5.0,4.0,0,1,60,15,-1.0,0,2.0,10,1.0,1,16,2,14,-1.0,7.0,18,5.0
Ophinix,60,13,1.0,2.0,0,1,32,8,-4.0,0,-3.0,8,3.0,0,13,2,5,-4.0,5.0,15,2.0
Ophio Fungus,119,14,3.0,2.0,2,2,0,0,5.0,0,3.0,14,-2.0,6,13,1,17,5.0,-2.0,14,7.0
Orniraptor,16,11,-2.0,2.0,0,0,8,4,-4.0,0,-1.0,3,1.0,0,8,3,8,-4.0,1.0,14,0.25
Orphan of the Black,49,13,0.0,2.0,1,0,18,6,-1.0,0,1.0,9,3.0,2,10,3,13,-1.0,3.0,14,2.0
Ortifex,78,12,3.0,4.0,0,1,14,7,-1.0,0,1.0,12,0.0,7,11,3,12,-1.0,0.0,15,4.0
Otterfolk,18,14,2.0,1.0,0,0,18,6,0.0,0,0.0,4,3.0,0,12,3,11,0.0,5.0,12,0.25
Overshadow,90,14,1.0,2.0,8,2,39,13,1.0,0,1.0,12,4.0,8,11,3,12,1.0,6.0,15,4.0
Pal-Rai-Yuk,133,16,1.0,6.0,1,0,81,27,0.0,0,4.0,14,0.0,1,11,4,18,0.0,3.0,16,8.0
Pale Screamer,52,14,1.0,3.0,3,0,24,8,-2.0,0,-1.0,7,2.0,0,13,1,8,-2.0,2.0,17,3.0
Parzz’val,115,14,0.0,8.0,3,1,36,12,-3.0,0,-2.0,11,3.0,3,10,3,7,-3.0,6.0,20,8.0
Peat Mammoth,172,16,-1.0,5.0,2,0,60,20,-5.0,0,-4.0,15,-2.0,3,9,2,3,-5.0,6.0,21,10.0
Pestilence Swarm,22,14,1.0,1.0,3,0,10,10,-5.0,0,-2.0,4,3.0,8,11,2,7,-5.0,3.0,13,1.0
Phase Giant,136,15,2.0,4.0,0,0,63,21,-1.0,0,-1.0,13,0.0,0,12,1,8,-1.0,0.0,18,5.0
Pine Doom,172,16,3.0,5.0,2,0,60,15,0.0,0,1.0,15,-2.0,0,17,3,12,0.0,-2.0,21,9.0
Pixie’s Umbrella,10,7,-3.0,0.0,0,0,0,0,-5.0,0,-5.0,4,-3.0,3,7,1,1,-5.0,-3.0,10,0.125
Plague Spirit,150,14,8.0,3.0,3,2,56,14,-4.0,0,3.0,20,8.0,6,14,2,16,-4.0,4.0,17,9.0
Primal Oozer,112,14,2.0,3.0,1,1,22,11,-2.0,0,-3.0,15,4.0,0,12,4,5,-2.0,1.0,16,6.0
Psychic Vampire,144,17,7.0,4.0,4,1,40,8,6.0,3,9.0,17,9.0,0,12,5,18,6.0,4.0,18,13.0
Pustulent Shambler,232,10,0.0,5.0,1,3,45,15,-4.0,0,-5.0,15,-3.0,6,10,5,1,-4.0,-3.0,20,13.0
Putrescent Slime,45,8,-2.0,3.0,0,2,8,8,-5.0,0,-5.0,6,-1.0,6,8,2,1,-5.0,-1.0,16,1.0
Qiqirn,38,14,3.0,4.0,1,0,14,7,-3.0,0,1.0,7,4.0,0,13,2,13,-3.0,6.0,14,2.0
Quickserpent,102,15,2.0,3.0,0,0,42,14,-3.0,0,-2.0,12,1.0,0,12,1,7,-3.0,3.0,17,4.0
Quoreq,93,15,2.0,7.0,0,1,36,12,0.0,0,-1.0,11,1.0,5,15,3,8,0.0,1.0,18,5.0
Radiant Spark Swarm,38,16,1.0,1.0,3,3,9,9,-4.0,0,2.0,7,3.0,11,11,4,15,-4.0,3.0,12,3.0
Repository,110,15,1.0,4.0,3,2,39,13,3.0,0,-2.0,13,0.0,6,11,4,6,3.0,0.0,18,7.0
Resinous Frog,19,12,0.0,3.0,0,0,10,5,-4.0,0,-2.0,3,-1.0,0,10,3,6,-4.0,-1.0,16,0.25
Righteous Sentinel,104,15,0.0,4.0,0,5,48,16,-1.0,0,-4.0,11,0.0,7,16,5,3,-1.0,0.0,18,9.0
Rock Roach,67,16,-2.0,3.0,1,0,27,9,-5.0,0,-5.0,9,2.0,0,8,1,1,-5.0,2.0,17,2.0
Rotsam Swarm,142,9,-1.0,4.0,3,1,10,10,-5.0,0,-2.0,15,-1.0,11,9,3,6,-5.0,-1.0,18,6.0
Rotsam,45,13,-1.0,2.0,0,1,5,5,-5.0,0,-2.0,10,3.0,6,9,3,6,-5.0,3.0,14,2.0
Rum Lord,78,15,-1.0,3.0,0,0,40,8,1.0,0,3.0,12,2.0,1,9,5,16,1.0,2.0,17,4.0
Runeswarm,150,15,1.0,2.0,3,0,45,15,-4.0,0,4.0,20,5.0,12,11,2,18,-4.0,5.0,15,10.0
Salamander Monarch,161,17,7.0,9.0,0,4,56,14,2.0,0,4.0,17,4.0,0,12,4,18,7.0,4.0,18,13.0
Sanddrift Drake,102,16,2.0,3.0,1,1,52,13,-2.0,0,-2.0,12,4.0,1,15,2,7,-2.0,7.0,17,6.0
Sapphire Jelly,144,9,4.0,4.0,0,2,30,10,-4.0,0,4.0,17,-1.0,7,11,2,12,-4.0,-1.0,18,6.0
Sarsaok,136,17,1.0,4.0,1,2,72,18,-4.0,0,-1.0,13,1.0,1,14,3,8,-4.0,1.0,18,7.0
Sasori Fukurowashi,123,17,9.0,2.0,8,1,52,13,0.0,0,4.0,19,8.0,2,19,4,19,0.0,8.0,15,9.0
Sasquatch,119,14,1.0,3.0,0,0,75,15,-3.0,0,-2.0,14,2.0,0,14,4,7,-3.0,8.0,16,5.0
Scarlet Ibis,135,14,5.0,3.0,0,0,33,11,0.0,0,4.0,18,2.0,0,12,1,18,3.0,2.0,16,5.0
Scribe Devil,82,15,5.0,6.0,4,2,30,10,7.0,0,6.0,11,3.0,1,14,3,17,4.0,3.0,16,5.0
Scrofin,68,13,-1.0,4.0,0,0,21,7,-1.0,0,0.0,8,1.0,0,9,2,10,-1.0,1.0,18,2.0
Scroll Mummy,105,12,3.0,3.0,3,3,14,7,4.0,0,2.0,14,-1.0,5,10,3,14,7.0,-1.0,17,6.0
Servant of the Unsated God,82,17,3.0,3.0,1,1,30,6,0.0,0,1.0,11,1.0,3,13,6,12,0.0,3.0,16,4.0
Shadow Boxer,55,13,3.0,2.0,0,0,32,8,1.0,0,3.0,10,5.0,1,15,3,17,1.0,5.0,15,3.0
Shadow Giant,209,17,6.0,3.0,2,0,42,14,1.0,0,5.0,22,7.0,1,16,6,21,1.0,7.0,17,15.0
Shadow of Death,250,18,14.0,7.0,7,3,60,15,14.0,0,17.0,20,8.0,4,24,6,30,7.0,8.0,24,21.0
Shiftshroom,18,5,-3.0,0.0,0,0,4,4,-5.0,0,-5.0,4,-5.0,3,7,1,1,-5.0,-5.0,10,0.25
Shimmer Seal,105,12,4.0,3.0,1,0,28,14,-3.0,0,2.0,14,2.0,0,11,3,9,-3.0,5.0,17,5.0
Shriekbat,178,15,0.0,8.0,0,1,80,20,-4.0,0,-2.0,17,5.0,0,10,1,7,-4.0,5.0,18,9.0
Shukankor,115,17,1.0,4.0,3,1,60,15,-1.0,0,-2.0,11,1.0,1,19,2,6,-1.0,1.0,18,9.0
Shurale,105,14,5.0,3.0,3,0,52,13,1.0,0,7.0,14,7.0,1,15,4,18,1.0,4.0,16,7.0
Silenal,117,14,1.0,3.0,0,0,56,14,0.0,0,7.0,18,4.0,2,14,4,19,0.0,7.0,16,7.0
Silver Dragon Wyrmling Skeleton,45,17,2.0,5.0,0,2,18,9,-1.0,0,1.0,6,2.0,2,10,0,8,-1.0,0.0,17,2.0
Snake with a Hundred Mage Hands,67,14,0.0,1.0,0,0,27,9,4.0,0,-2.0,15,4.0,0,12,2,6,4.0,8.0,12,3.0
Snow Giant,138,11,5.0,8.0,0,1,42,14,-1.0,0,-2.0,12,1.0,2,12,2,6,-1.0,4.0,20,5.0
Snow Terror,127,16,-1.0,6.0,3,3,30,15,1.0,0,3.0,15,6.0,2,9,2,16,1.0,9.0,17,8.0
Somberweave,78,14,1.0,2.0,0,1,45,9,0.0,0,3.0,12,4.0,2,14,5,16,0.0,7.0,14,5.0
Spawn of Alquam,114,16,3.0,4.0,3,1,56,14,2.0,0,1.0,12,3.0,3,16,5,13,2.0,6.0,19,6.0
Spawn of Hriggala,138,16,3.0,9.0,6,2,80,20,-2.0,0,-3.0,12,-2.0,1,9,2,4,-2.0,-2.0,21,10.0
Spawn of Rhopalocerex,112,17,1.0,2.0,3,1,52,13,0.0,0,5.0,15,4.0,2,11,1,15,0.0,4.0,15,6.0
Spellhound,102,14,1.0,3.0,0,0,33,11,-4.0,0,-1.0,12,2.0,1,13,4,8,-4.0,4.0,16,4.0
Sporous Crab,33,14,1.0,2.0,1,1,12,4,-4.0,0,-3.0,6,-1.0,1,11,2,4,-4.0,-1.0,15,1.0
Spurred Water Skate,60,13,0.0,2.0,0,0,10,10,-4.0,0,-2.0,8,3.0,0,10,1,6,-4.0,3.0,15,1.0
Ssadar,71,16,2.0,2.0,0,1,28,7,-1.0,0,0.0,11,2.0,0,12,2,10,-1.0,2.0,15,3.0
Stellar Rorqual,165,14,6.0,6.0,1,3,150,30,-2.0,0,-1.0,10,2.0,0,18,3,8,-2.0,-1.0,22,12.0
Stone Creeper,30,12,-2.0,3.0,1,2,15,5,-3.0,0,-3.0,4,2.0,1,8,3,4,-3.0,2.0,16,1.0
Storm Maiden,78,15,0.0,2.0,5,1,42,14,0.0,0,3.0,12,3.0,5,11,1,17,0.0,3.0,15,4.0
Stormboar,95,15,0.0,4.0,0,2,33,11,-4.0,0,-2.0,10,1.0,0,10,4,7,-4.0,1.0,18,6.0
Strobing Fungus,76,13,1.0,4.0,0,0,26,13,-3.0,0,2.0,9,0.0,3,11,1,15,-3.0,0.0,19,4.0
Sulsha,90,16,1.0,2.0,0,0,78,13,0.0,0,-1.0,12,2.0,0,13,2,9,0.0,2.0,14,4.0
Swamp Lily,136,15,1.0,4.0,0,1,36,12,-3.0,0,3.0,16,-1.0,3,11,1,17,-3.0,-1.0,18,7.0
Swamp Naga,102,15,5.0,6.0,0,1,34,17,0.0,0,3.0,12,3.0,2,12,4,17,0.0,3.0,17,6.0
Swampgas Bubble,59,8,0.0,4.0,0,2,12,6,-5.0,0,-4.0,7,-2.0,7,10,2,3,-5.0,-2.0,18,2.0
Swarm of Compsognathus,44,12,0.0,1.0,3,0,14,14,-3.0,0,-3.0,8,2.0,6,12,2,5,-3.0,6.0,12,1.0
Swarm of Esteron,54,13,1.0,0.0,3,0,14,14,-4.0,0,-3.0,12,3.0,8,11,3,4,-4.0,3.0,10,2.0
Tar Ooze,120,9,-1.0,3.0,0,3,42,14,-5.0,0,-4.0,15,-1.0,7,8,2,2,-5.0,-1.0,16,6.0
Tembril,114,15,2.0,4.0,1,0,52,13,-3.0,0,3.0,12,2.0,0,15,2,16,-3.0,8.0,18,6.0
Tetomatli,152,16,0.0,4.0,6,2,84,21,-3.0,0,-4.0,16,0.0,8,13,5,3,-3.0,0.0,18,8.0
Thin Giant,168,16,5.0,8.0,2,0,45,15,0.0,0,-1.0,16,7.0,1,15,1,9,0.0,11.0,18,9.0
Thornheart Guardian,133,18,2.0,4.0,3,2,52,13,-2.0,0,-5.0,14,0.0,6,16,4,1,-2.0,0.0,18,9.0
Thrummren,198,17,6.0,6.0,2,2,96,24,0.0,0,4.0,12,8.0,1,12,4,10,0.0,4.0,22,12.0
Tidehunter,133,15,1.0,4.0,0,0,52,13,-3.0,0,-3.0,14,2.0,0,14,3,5,-3.0,5.0,18,6.0
Timingila,232,18,3.0,10.0,0,2,150,25,-1.0,0,2.0,15,-3.0,1,18,2,14,-1.0,7.0,21,15.0
Tormented Qiqirn,133,16,6.0,8.0,7,1,60,15,-3.0,0,1.0,14,6.0,0,16,2,13,-3.0,10.0,14,10.0
Transcendent Lunarchida,91,16,4.0,5.0,0,1,50,10,4.0,0,3.0,14,3.0,2,14,5,17,4.0,9.0,14,6.0
Tree Skinner,38,13,2.0,1.0,3,0,30,10,2.0,0,4.0,7,3.0,1,14,3,18,2.0,7.0,13,2.0
Tricenatorus,184,15,5.0,9.0,3,0,136,34,-4.0,0,-1.0,16,0.0,0,15,4,8,-4.0,0.0,20,13.0
Trollkin Raider,32,14,1.0,2.0,0,0,16,4,-1.0,0,0.0,5,1.0,0,13,2,10,-1.0,1.0,14,1.0
Tzepharion,110,16,4.0,3.0,4,2,52,13,-3.0,0,1.0,13,2.0,1,17,4,13,-3.0,2.0,16,8.0
Ulnorya,119,14,0.0,6.0,1,1,65,13,1.0,0,2.0,14,7.0,1,16,2,14,1.0,10.0,17,7.0
Uridimmu,150,18,9.0,12.0,6,0,76,19,2.0,0,10.0,12,3.0,3,19,4,21,2.0,3.0,24,14.0
Valkruung,22,13,1.0,2.0,0,0,6,6,-3.0,0,-1.0,4,3.0,0,11,1,9,-3.0,5.0,14,0.5
Vallowex,123,14,4.0,4.0,0,0,80,16,-3.0,0,-3.0,13,0.0,0,14,3,5,-3.0,6.0,18,7.0
Vangsluagh,85,13,0.0,4.0,0,1,48,12,0.0,0,3.0,10,3.0,1,10,2,16,0.0,3.0,18,4.0
Vent Linnorm,247,19,2.0,11.0,1,1,90,18,2.0,0,8.0,15,7.0,0,17,2,17,2.0,2.0,23,16.0
Veteran Swordbreaker Skeleton,78,14,-1.0,2.0,2,1,28,7,-2.0,0,-3.0,12,1.0,3,9,1,5,-2.0,1.0,14,3.0
Vexxeh,94,15,3.0,4.0,6,1,27,9,1.0,0,1.0,9,1.0,2,10,2,12,1.0,1.0,19,6.0
Viiret,85,13,1.0,3.0,0,2,36,12,-5.0,0,-3.0,10,-2.0,5,11,2,5,-5.0,-2.0,17,3.0
Vine Drake,105,16,4.0,6.0,2,0,40,8,0.0,0,2.0,14,2.0,0,14,3,14,0.0,5.0,16,7.0
Vine Golem,67,14,0.0,3.0,2,1,39,13,-2.0,0,-3.0,9,4.0,5,12,5,5,-2.0,6.0,17,3.0
Virtuoso Lich,123,17,6.0,2.0,4,1,48,12,2.0,4,9.0,19,7.0,7,15,5,20,2.0,3.0,15,12.0
Voidpool,112,8,-2.0,2.0,0,2,10,5,-4.0,0,-5.0,15,-2.0,6,8,4,1,-4.0,-2.0,14,5.0
Walled Horror,114,17,-1.0,5.0,6,3,72,18,-3.0,0,4.0,12,-5.0,11,9,3,18,-3.0,-5.0,20,7.0
Wanyudo,115,16,4.0,5.0,6,1,30,10,-1.0,0,2.0,11,5.0,0,17,4,14,-1.0,2.0,20,8.0
Wardu,105,16,2.0,3.0,0,0,33,11,3.0,0,4.0,14,4.0,2,13,2,12,0.0,4.0,16,6.0
Warmth Thief,112,16,6.0,5.0,3,1,14,7,3.0,0,8.0,15,8.0,2,12,2,18,3.0,8.0,20,9.0
Web Zombie,22,8,-2.0,3.0,0,1,8,4,-4.0,0,-3.0,3,-2.0,1,8,4,5,-4.0,-2.0,16,1.0
Wereowl,117,13,1.0,2.0,0,3,36,9,0.0,0,0.0,18,3.0,0,17,4,11,0.0,6.0,15,5.0
Wereshark,90,11,1.0,3.0,0,3,45,15,0.0,0,-1.0,12,1.0,0,14,4,8,0.0,1.0,17,5.0
Werynax,114,15,5.0,4.0,1,0,45,9,0.0,0,2.0,12,6.0,0,15,2,14,0.0,6.0,18,6.0
Wicked Skull,7,13,1.0,1.0,0,0,10,5,0.0,0,2.0,2,3.0,0,11,3,14,0.0,5.0,13,0.125
Willowhaunt,90,14,2.0,1.0,4,2,36,9,-1.0,0,7.0,12,0.0,4,12,1,19,-1.0,0.0,12,5.0
Windy Wailer,75,14,2.0,2.0,7,3,42,14,0.0,0,3.0,10,7.0,8,15,2,16,0.0,4.0,15,5.0
Winterghast,78,13,1.0,2.0,1,2,30,10,0.0,0,-1.0,12,3.0,3,11,2,9,0.0,5.0,15,4.0
Wintergrim,26,13,3.0,3.0,1,0,14,7,1.0,0,0.0,4,1.0,1,13,2,11,1.0,1.0,17,0.5
Woe Siphon,45,14,1.0,3.0,3,0,21,7,-3.0,0,-2.0,6,3.0,3,11,1,7,-3.0,3.0,16,3.0
Wood Ward,19,13,1.0,4.0,0,5,9,3,-4.0,0,-5.0,2,1.0,6,11,2,1,-4.0,1.0,18,1.0
Wraith Bear,133,13,3.0,4.0,8,2,62,31,0.0,0,2.0,14,3.0,8,17,3,15,0.0,3.0,18,9.0
Xing Tian,168,16,6.0,8.0,0,0,76,19,0.0,0,2.0,16,1.0,1,16,2,14,0.0,1.0,18,11.0
Yaojing,202,15,9.0,3.0,4,0,110,22,3.0,0,10.0,27,10.0,4,19,5,21,3.0,5.0,16,15.0
Yathon,152,15,3.0,4.0,0,0,76,19,0.0,0,-2.0,16,2.0,0,13,1,7,0.0,2.0,18,7.0
Yavalnoi,126,16,6.0,8.0,1,0,84,14,1.0,0,4.0,12,2.0,0,16,2,18,1.0,2.0,20,6.0
Young Blue Dragon Zombie,152,18,3.0,8.0,0,2,64,16,-4.0,0,1.0,16,2.0,1,9,1,5,-4.0,-2.0,19,10.0
Young Boreal Dragon,142,18,5.0,7.0,1,1,64,16,1.0,0,5.0,15,3.0,0,18,0,14,1.0,3.0,19,8.0
Young Imperial Dragon,210,18,6.0,9.0,0,2,68,17,3.0,0,7.0,20,5.0,0,20,2,16,3.0,5.0,21,11.0
Yowler,22,12,0.0,3.0,1,1,20,5,-4.0,0,-3.0,4,2.0,2,12,1,5,-4.0,4.0,16,0.5
